iter	Logloss
151	0.1710601864
152	0.1704871198
153	0.1699845058
154	0.1694494224
155	0.1690103084
156	0.168597623
157	0.1683147869
158	0.1678155352
159	0.167090066
160	0.1667098358
161	0.1662994299
162	0.1657291986
163	0.1649294158
164	0.1645787628
165	0.1641770763
166	0.1636568812
167	0.1632914111
168	0.1626933692
169	0.1621964683
170	0.1616948517
171	0.1612485285
172	0.1609006396
173	0.1605155225
174	0.1601975385
175	0.1598018928
176	0.1594108631
177	0.1590809827
178	0.1587390205
179	0.1584188851
180	0.1577515161
181	0.1573531207
182	0.156930049
183	0.1565734407
184	0.1560770101
185	0.1556113819
186	0.1552646897
187	0.1548082653
188	0.1543475382
189	0.1540616816
190	0.1535651085
191	0.1530016161
192	0.1527678475
193	0.1524510317
194	0.1521340307
195	0.15175504
196	0.1513821756
197	0.1512030878
198	0.1507399102
199	0.1499692773
200	0.1495166711
201	0.1491196576
202	0.1489262942
203	0.1486206482
204	0.1482358589
205	0.1478836672
206	0.1474101319
207	0.1469105383
208	0.1463803987
209	0.1458873019
210	0.1455176146
211	0.1450739129
212	0.1447187151
213	0.1443640444
214	0.1439796683
215	0.143527746
216	0.1429597514
217	0.1424864298
218	0.142094987
219	0.1414739643
220	0.1412663393
221	0.1409331677
222	0.1406041705
223	0.1402240258
224	0.1399148608
225	0.139662528
226	0.1393306387
227	0.1390102896
228	0.1386069931
229	0.138198995
230	0.1379287677
231	0.137558596
232	0.1371845064
233	0.1368038772
234	0.1365355021
235	0.1361680944
236	0.1356611777
237	0.1353232048
238	0.1350708293
239	0.1348441415
240	0.1343231914
241	0.1339752739
242	0.1335919662
243	0.1333838569
244	0.1327623497
245	0.1325592981
246	0.1324211712
247	0.1320330765
248	0.131632259
249	0.131205768
250	0.1309819867
251	0.1306431447
252	0.1301165099
253	0.1298802907
254	0.1294684317
255	0.1290968638
256	0.128774976
257	0.128488635
258	0.1282466742
259	0.1279056382
260	0.1277438751
261	0.1273684462
262	0.1270338356
263	0.1268789824
264	0.126690121
265	0.1264077693
266	0.1260973363
267	0.1258023473
268	0.1254609693
269	0.1250485546
270	0.1247363977
271	0.1246877006
272	0.1243827528
273	0.1240538838
274	0.1237692526
275	0.1233172305
276	0.1230423159
277	0.12281493
278	0.1225308971
279	0.1223633781
280	0.1220164295
281	0.1218607072
282	0.1217031897
283	0.1214383906
284	0.1210726498
285	0.1209159445
286	0.1207232364
287	0.1204264522
288	0.1201725523
289	0.1198954435
290	0.1195910941
291	0.1193495536
292	0.1190903323
293	0.1186760013
294	0.1183874164
295	0.1179919773
296	0.117718466
297	0.1174981325
298	0.1172921673
299	0.1170962536
300	0.1168212463
301	0.1166577023
302	0.1162395744
303	0.1158573924
304	0.1155256241
305	0.1152538296
306	0.1150824282
307	0.1146812332
308	0.1144141545
309	0.1143297539
310	0.1140681391
311	0.1138995373
312	0.1137758713
313	0.1135289097
314	0.1133043305
315	0.1131726148
316	0.1127929118
317	0.1124995398
318	0.1122277809
319	0.1119455147
320	0.1117220824
321	0.1112757094
322	0.1110454527
323	0.1109517772
324	0.1107633503
325	0.1105141235
326	0.1103206674
327	0.1101154431
328	0.1098572475
329	0.109646018
330	0.1094856583
331	0.1091492241
332	0.1088243087
333	0.1086138842
334	0.1084047846
335	0.1081841591
336	0.1079037307
337	0.1075536192
338	0.1073239324
339	0.1070609213
340	0.1068497986
341	0.1065750906
342	0.1063689473
343	0.1060865529
344	0.1059207934
345	0.1057536163
346	0.1056405859
347	0.1054375343
348	0.1051336978
349	0.1048966095
350	0.1046675567
351	0.1043489458
352	0.1042293046
353	0.1040024388
354	0.1038535837
355	0.1036513727
356	0.1034787959
357	0.1033234298
358	0.1031791195
359	0.1029280975
360	0.102736173
361	0.1026327666
362	0.1024587081
363	0.1022501998
364	0.1020880093
365	0.1019703699
366	0.1018049737
367	0.1015466571
368	0.101325312
369	0.1011421638
370	0.1008125184
371	0.1006608922
372	0.1004928603
373	0.1002287166
374	0.09998510309
375	0.09982638177
376	0.09956126209
377	0.09934468986
378	0.09912840258
379	0.09886618934
380	0.09858639501
381	0.09833411921
382	0.09816479082
383	0.09790777069
384	0.09778138347
385	0.09748112298
386	0.09737271577
387	0.09716139365
388	0.09707234131
389	0.0969749757
390	0.09674235396
391	0.09657290447
392	0.09625587499
393	0.09608418868
394	0.09589829788
395	0.09568476031
396	0.09557039776
397	0.0953037465
398	0.09513252322
399	0.09499032869
400	0.09469863792
401	0.09441164873
402	0.0940692378
403	0.09389455245
404	0.09368406379
405	0.09346591725
406	0.09336160612
407	0.09315834793
408	0.09304888642
409	0.09289134762
410	0.09274964462
411	0.09258805247
412	0.09250400803
413	0.0922681593
414	0.09200522657
415	0.09189354249
416	0.09173702949
417	0.09158342292
418	0.09140225508
419	0.09127831837
420	0.09111615634
421	0.09087473694
422	0.09077630279
423	0.09066743966
424	0.09050777802
425	0.0902520259
426	0.09004467876
427	0.08979269503
428	0.0896506501
429	0.08950711632
430	0.08934498278
431	0.08914863451
432	0.08897818771
433	0.08884635804
434	0.08866813937
435	0.08861082275
436	0.08836862687
437	0.08821133027
438	0.08802907963
439	0.08790198717
440	0.08774832361
441	0.08749626153
442	0.08728459035
443	0.08703979435
444	0.08691471075
445	0.08679769108
446	0.08665964249
447	0.08652770597
448	0.0864111992
449	0.08620784841
450	0.08607078289
451	0.0859441962
452	0.08577417682
453	0.08563084251
454	0.08556543345
455	0.08534786392
456	0.08515840418
457	0.08508874945
458	0.08496390092
459	0.08480706736
460	0.08467599992
461	0.08451418694
462	0.08430476683
463	0.08416440307
464	0.08399550209
465	0.08386680681
466	0.08362117023
467	0.0834952959
468	0.08329182401
469	0.08303285202
470	0.08294580853
471	0.08288487311
472	0.08268593184
473	0.0825032894
474	0.08236019017
475	0.08228295591
476	0.0821091895
477	0.08197387638
478	0.0818116075
479	0.08171916431
480	0.08157263149
481	0.08144611604
482	0.08129421202
483	0.08115540121
484	0.08093130644
485	0.08081755651
486	0.08076721391
487	0.08048303143
488	0.0801804059
489	0.07994219925
490	0.07977775766
491	0.07963759336
492	0.07949019859
493	0.07937294384
494	0.0792138877
495	0.07908838381
496	0.07895266464
497	0.07879909369
498	0.07872668212
499	0.07857324652
500	0.07840440253
501	0.07822389006
502	0.07812745765
503	0.07803389605
504	0.07782888546
505	0.07771066903
506	0.07764820915
507	0.07757723654
508	0.07753527843
509	0.07750604311
510	0.07742826033
511	0.07729487058
512	0.07715373747
513	0.07709283054
514	0.07682495402
515	0.07665807615
516	0.0764920175
517	0.07630208761
518	0.07624611734
519	0.07617446087
520	0.07605231932
521	0.07585673328
522	0.07569812593
523	0.07556061161
524	0.07537421503
525	0.0752123237
526	0.07510076072
527	0.07500653663
528	0.07487832576
529	0.0747493954
530	0.07461371186
531	0.07448458204
532	0.07434813627
533	0.07412541636
534	0.07398733216
535	0.07386940067
536	0.07376756855
537	0.07366689759
538	0.07350316836
539	0.07344182689
540	0.07327009783
541	0.07310239363
542	0.0729457524
543	0.07276214115
544	0.07264330496
545	0.07253766884
546	0.07236183658
547	0.07219841367
548	0.07207793192
549	0.07192403329
550	0.07176231292
551	0.07169243023
552	0.07152113572
553	0.07131829783
554	0.0712251494
555	0.07099334688
556	0.07087196756
557	0.07073393322
558	0.07061349422
559	0.07044707939
560	0.07033451198
561	0.07020433499
562	0.0699933548
563	0.06990941722
564	0.06970759801
565	0.06956342311
566	0.06934280467
567	0.06922956052
568	0.06908792163
569	0.06896508196
570	0.06888620927
571	0.06879220601
572	0.06866873234
573	0.06859209647
574	0.06842627289
575	0.06826782939
576	0.06817240853
577	0.06808421814
578	0.06798259974
579	0.06778731288
580	0.06758285793
581	0.06741745465
582	0.06731410521
583	0.06718158455
584	0.06702738672
585	0.06688488587
586	0.06681539498
587	0.06671132605
588	0.06653472444
589	0.06636781096
590	0.06625713843
591	0.06614202077
592	0.06601044755
593	0.06589057132
594	0.06572642892
595	0.0656396775
596	0.06553375643
597	0.06539519494
598	0.06532528376
599	0.06522731265
600	0.06504335947
601	0.0648961784
602	0.0647897658
603	0.06465582754
604	0.06456506553
605	0.06442900443
606	0.06436313946
607	0.06418531259
608	0.06408233358
609	0.06395118777
610	0.06379575756
611	0.06364335488
612	0.06356231661
613	0.06338958313
614	0.06326072401
615	0.0631405557
616	0.06302381385
617	0.06289163513
618	0.0627736324
619	0.06268384632
620	0.06255790789
621	0.0624122584
622	0.06229857259
623	0.06217266264
624	0.06204589074
625	0.06194327503
626	0.06175699243
627	0.06162974325
628	0.06151225342
629	0.06138846632
630	0.0612511016
631	0.0611878225
632	0.06108638931
633	0.06101919935
634	0.06089204989
635	0.06075754175
636	0.06069414867
637	0.06059448926
638	0.06045743086
639	0.06038183503
640	0.06031126135
641	0.06025305427
642	0.06020935087
643	0.06011504842
644	0.05998044766
645	0.05985830612
646	0.05974333093
647	0.05962690252
648	0.05954193557
649	0.05943377056
650	0.05937074079
651	0.05932948792
652	0.05921818139
653	0.05915705007
654	0.05907710883
655	0.05890434685
656	0.05882792468
657	0.05870571902
658	0.0586450258
659	0.05852629646
660	0.0584025521
661	0.05830319188
662	0.05820887875
663	0.05809647162
664	0.0579783656
665	0.05786366467
666	0.05771572138
667	0.05764293938
668	0.05751547649
669	0.05743567772
670	0.05730150794
671	0.05717585445
672	0.05708838711
673	0.05693184205
674	0.05681778225
675	0.05672795699
676	0.0566504271
677	0.05654951393
678	0.05643502671
679	0.05629381167
680	0.05622907936
681	0.0561366433
682	0.05607855019
683	0.05596312978
684	0.05588639061
685	0.05582081415
686	0.05572291071
687	0.05562620047
688	0.05555862583
689	0.0554182407
690	0.05532379934
691	0.05520863181
692	0.05516071836
693	0.05509690856
694	0.05500628545
695	0.05492962108
696	0.0548514002
697	0.05476461316
698	0.0546130582
699	0.0545068593
700	0.05441208669
701	0.05431500603
702	0.05416583748
703	0.05407987322
704	0.05404702978
705	0.05399754913
706	0.05387002213
707	0.05379798098
708	0.05374410506
709	0.05369479538
710	0.053588568
711	0.0535250467
712	0.05341974182
713	0.05334579511
714	0.05326298305
715	0.05319364176
716	0.053128596
717	0.05302921441
718	0.05294259478
719	0.05287785178
720	0.05282919035
721	0.05277337324
722	0.05272247856
723	0.05265802763
724	0.05258797041
725	0.05249143114
726	0.0524308982
727	0.05235292664
728	0.05226231067
729	0.05221600359
730	0.05213083362
731	0.05205951908
732	0.05200692541
733	0.05194461869
734	0.05190291347
735	0.05185025569
736	0.05177225207
737	0.05170573173
738	0.05163887302
739	0.05153581208
740	0.05146883939
741	0.05141670163
742	0.05134783406
743	0.05127497369
744	0.05121780666
745	0.05111425776
746	0.05102838254
747	0.05094509677
748	0.05084546229
749	0.05076708112
750	0.05067546428
751	0.05062437369
752	0.05053011398
753	0.05045975401
754	0.05036005186
755	0.05027717925
756	0.05023310899
757	0.05018851514
758	0.05010509758
759	0.05003988442
760	0.04993989733
761	0.04991075817
762	0.04984783525
763	0.0497705903
764	0.04970376721
765	0.0496202143
766	0.04950750086
767	0.04943721568
768	0.04937583503
769	0.04925319839
770	0.04918731205
771	0.04912566782
772	0.04904559124
773	0.04898348754
774	0.04893392853
775	0.04885204611
776	0.04879583364
777	0.04875639373
778	0.04864753417
779	0.04854862274
780	0.04846850341
781	0.04837619913
782	0.04831357897
783	0.04823409365
784	0.04816694643
785	0.04810783108
786	0.0480418557
787	0.04799790654
788	0.04796511297
789	0.04788177732
790	0.04780968275
791	0.04767748265
792	0.04763684598
793	0.04753812332
794	0.04747069828
795	0.04741629165
796	0.04731734104
797	0.04724180932
798	0.04716074611
799	0.04709719988
800	0.04702863506
801	0.04699039904
802	0.04692907538
803	0.04686851751
804	0.04679788684
805	0.04673430499
806	0.04666089255
807	0.04654937587
808	0.0464729537
809	0.04642086937
810	0.04631992771
811	0.04625573679
812	0.04619343363
813	0.04613071018
814	0.04609368874
815	0.04603233302
816	0.04599059218
817	0.04589051604
818	0.0458140725
819	0.04573980522
820	0.04568509227
821	0.04561842946
822	0.04558317468
823	0.04549266911
824	0.04545198613
825	0.04536382424
826	0.04532788559
827	0.04527811287
828	0.04522659487
829	0.04516574493
830	0.04514859126
831	0.0450677845
832	0.04500529256
833	0.04492408332
834	0.04484630054
835	0.04477498244
836	0.04473572418
837	0.04464896921
838	0.04458500268
839	0.04453379456
840	0.04444301117
841	0.04441074831
842	0.04434126098
843	0.04428520879
844	0.04420310198
845	0.04415269526
846	0.04412053925
847	0.04400709564
848	0.04394847539
849	0.04388105747
850	0.043842882
851	0.04377431362
852	0.04368289267
853	0.04364758802
854	0.04353944438
855	0.04349492533
856	0.04344970105
857	0.04338733734
858	0.04331474767
859	0.04323151889
860	0.04322620467
861	0.04319365686
862	0.04311329176
863	0.04304184544
864	0.04297123258
865	0.04293389414
866	0.04287300145
867	0.04281608019
868	0.04274580926
869	0.04270112281
870	0.04261994562
871	0.04255842962
872	0.04253720836
873	0.042471753
874	0.04242143177
875	0.04233116485
876	0.04227632011
877	0.04223299427
878	0.04219253925
879	0.04214933451
880	0.04209318615
881	0.04203502894
882	0.04194704513
883	0.041928424
884	0.04189405967
885	0.04186021892
886	0.04182798099
887	0.04177378451
888	0.04170002657
889	0.04167108331
890	0.0416206196
891	0.04159318299
892	0.04153919665
893	0.04149660098
894	0.04146181992
895	0.04142443161
896	0.04138712166
897	0.04130914654
898	0.04124093078
899	0.04116493603
900	0.04108378377
901	0.041025306
902	0.04096380781
903	0.04091877229
904	0.04087635827
905	0.04079529863
906	0.04076015782
907	0.04066983747
908	0.04062434961
909	0.04057467307
910	0.04050220094
911	0.04045738982
912	0.04038733617
913	0.04034150637
914	0.04029701582
915	0.0402341962
916	0.04019368062
917	0.04013801311
918	0.04007624422
919	0.04004731165
920	0.04001220646
921	0.03998427832
922	0.0399167856
923	0.03988927419
924	0.03984318438
925	0.03982072006
926	0.03977549933
927	0.03973783676
928	0.03971292904
929	0.0396292194
930	0.0395373746
931	0.03949987232
932	0.03945592316
933	0.03939580695
934	0.03932007221
935	0.03926216076
936	0.03922958445
937	0.03918407166
938	0.03911631893
939	0.039038643
940	0.03899419875
941	0.03895920754
942	0.03889746003
943	0.03887157992
944	0.03881937805
945	0.0387601238
946	0.03873339599
947	0.03869944126
948	0.03866618822
949	0.03864910934
950	0.03860935956
951	0.03856796421
952	0.03854157121
953	0.03850461032
954	0.03845034616
955	0.03839163331
956	0.0383311253
957	0.03826822375
958	0.03821896037
959	0.03818706438
960	0.03814552656
961	0.03805607529
962	0.03798356399
963	0.03793708239
964	0.03789065065
965	0.03783611223
966	0.03780569794
967	0.03775156913
968	0.0377044749
969	0.03768696148
970	0.03760368283
971	0.03755909255
972	0.0375260354
973	0.03749021785
974	0.03744190547
975	0.03740155018
976	0.03733520793
977	0.03730055865
978	0.03726804646
979	0.03722135827
980	0.03716394191
981	0.03710665378
982	0.03704618851
983	0.03699962142
984	0.03694848453
985	0.0368948152
986	0.03684897116
987	0.03678900098
988	0.03675431252
989	0.03672022245
990	0.03663566867
991	0.03663092434
992	0.03656772004
993	0.03650246058
994	0.03646002163
995	0.03638832242
996	0.03635127961
997	0.03630106166
998	0.03626925827
999	0.03623374704
